N,d,sigma,weight_decay,e_in_mean,e_out_mean,e_bias
10,7,1,0.1,0.9479659343096127,1.7079627508321356,1.2506491582550374
10,8,0.01,0.0,0.06861191242011723,0.2360135879605337,0.13369963239325283
10,8,0.01,0.1,0.08263103074053046,0.3055042082683584,0.18320503049319184
10,8,0.1,0.0,0.0743768379312637,0.31826317118087233,0.15691443901163366
10,8,0.1,0.1,0.10323142691384099,0.2915052360602788,0.18850235765285442
10,8,1,0.0,0.6852033380290532,1.733195913545763,1.2046614833374152
10,8,1,0.1,0.7572383587075276,1.515718126037963,1.145459500799686
10,9,0.01,0.0,0.05134662093117148,0.5612887665391233,0.22388740610458185
10,9,0.01,0.1,0.10019018606566883,0.2630827788439487,0.16976948584612866
10,9,0.1,0.0,0.07631097384003944,0.37516411940217176,0.14301775306029108
10,9,0.1,0.1,0.1007969242883641,0.22696640850818092,0.17319855884471524
10,9,1,0.0,0.7831746440890506,1.948838022330807,1.1097922526853443
10,9,1,0.1,0.7659373028795875,1.6524635228849107,1.2222901505441324
10,10,0.01,0.0,0.059577903593974024,0.2890438384599136,0.1568839731480564
10,10,0.01,0.1,0.08549140952003367,0.31086743339141143,0.18712259656164212
10,10,0.1,0.0,0.07583125724418999,0.37963152531645267,0.20534822699897934
10,10,0.1,0.1,0.09794738072110805,0.2908060209248982,0.17684808151692682
10,10,1,0.0,0.832943218009931,2.0197849981118816,1.2160155046721823
10,10,1,0.1,0.6361184892531708,1.8888371105848454,1.2050140463956909
10,11,0.01,0.0,0.06200348335726554,0.6190844228134349,0.14587551583662092
10,11,0.01,0.1,0.08938960593350156,0.29890003258306763,0.1871300926122632
10,11,0.1,0.0,0.06748774156487176,0.33242300320368623,0.16393110585888226
10,11,0.1,0.1,0.09587952735926228,0.2825443667583829,0.1696696791050273
10,11,1,0.0,0.6257952924257252,2.2667345021614014,1.2793255192042725
10,11,1,0.1,0.8495892521226247,1.9194979382534811,1.2402920451468376
10,12,0.01,0.0,0.04988796580867897,0.47760973727738454,0.22574241323097527
10,12,0.01,0.1,0.0893637527897482,0.276036470081051,0.18440289732739198
10,12,0.1,0.0,0.05727751059262165,0.3479101061203631,0.15446044209368134
10,12,0.1,0.1,0.1022019511569906,0.2934750647534475,0.18181218724254652
10,12,1,0.0,0.8024554251387167,2.0294735687708956,1.2253649217363236
10,12,1,0.1,0.8138432018097536,1.9601985428017603,1.1300973372940832
10,13,0.01,0.0,0.059917382565236155,0.47164368675469426,0.1909827042059104
10,13,0.01,0.1,0.08259079781259943,0.3008376250784471,0.19664875682118754
10,13,0.1,0.0,0.05787270454438943,0.5261593199409142,0.15274187694276692
10,13,0.1,0.1,0.09333193253714189,0.28316632941973285,0.17062121970671953
10,13,1,0.0,0.6232718996321689,2.081801764254706,1.2980067135934918
10,13,1,0.1,0.7617750314794285,1.903149322209203,1.198548932253821
10,14,0.01,0.0,0.05584611389510182,0.2882985146615012,0.12495658417823542
10,14,0.01,0.1,0.07740021912357742,0.49270507978233286,0.16622861523578134
10,14,0.1,0.0,0.05375498688749982,0.5436915399744546,0.13037478689007748
10,14,0.1,0.1,0.08815182063059475,0.327570802478537,0.15017938182296525
10,14,1,0.0,0.6398778724080906,2.3795014646745707,1.047277565623454
10,14,1,0.1,0.7499007639743918,1.8198959867522047,1.2449522473165227
10,15,0.01,0.0,0.05170732709351712,0.3175161050000939,0.15294058619420833
10,15,0.01,0.1,0.08520748474775135,0.5246031337751527,0.1663612844816248
10,15,0.1,0.0,0.05872847689227878,0.32450196198805914,0.11891772637181097
10,15,0.1,0.1,0.09068828420028989,0.33647416193718116,0.20430321660947084
10,15,1,0.0,0.6095647585302987,2.2477925544219617,1.2660944712761988
10,15,1,0.1,0.6506925661074383,1.8863712486842534,1.1118252584122792
10,16,0.01,0.0,0.05075720929586229,0.7808016057128871,0.33003896911777336
10,16,0.01,0.1,0.07498549112414148,0.3564774854046686,0.17653436948253243
10,16,0.1,0.0,0.05084459001535339,0.6976067678950475,0.3749150455159337
10,16,0.1,0.1,0.09687540835629267,0.31437425033222877,0.19781458459189788
10,16,1,0.0,0.5989470267104287,2.3857999043437754,1.4238708283207384
10,16,1,0.1,0.8908629230414753,2.059527580579899,1.129169369556072
10,17,0.01,0.0,0.03932211001583793,0.4382881083567149,0.18975787243040446
10,17,0.01,0.1,0.08293431359744671,0.40983354850582004,0.22460933297813057
10,17,0.1,0.0,0.05671419555507563,0.42974759956989483,0.18078645683206906
10,17,0.1,0.1,0.10156239218548553,0.35087449300967327,0.22203370271059006
10,17,1,0.0,0.8678828536117628,2.635608171750937,1.1328400901548978
10,17,1,0.1,0.7071077719314584,1.7702223958752157,1.0926386731643152
10,18,0.01,0.0,0.04462719779632274,0.3459251627778732,0.13401433883684527
10,18,0.01,0.1,0.08374884314090766,0.3465468247446073,0.1726987410761645
10,18,0.1,0.0,0.04586221742814497,0.7781102769102428,0.16694269574153822
10,18,0.1,0.1,0.08788135561982832,0.4556326274215337,0.2100097373597949
10,18,1,0.0,0.6413386875386132,2.796256025262933,1.3658887626290428
10,18,1,0.1,0.9420121267571329,2.3917959174584755,1.2244460023184591
10,19,0.01,0.0,0.047974962628023296,0.5109412581942142,0.18275625154861797
10,19,0.01,0.1,0.08321019226020868,0.44656767642719164,0.20439725486125293
10,19,0.1,0.0,0.0514215598952729,0.5887720266901924,0.18971289115948525
10,19,0.1,0.1,0.08518656366926505,0.2718609856713423,0.14854787191271906
10,19,1,0.0,0.6490872630635927,2.2853148957828884,1.1702836588140113
10,19,1,0.1,0.7430965158913898,1.5843860887112007,1.2670438573682172
10,20,0.01,0.0,0.052616551314849234,0.6306592577922369,0.1513519408586956
10,20,0.01,0.1,0.07358652184058463,0.26577794046507386,0.15093875924537184
10,20,0.1,0.0,0.06398944490938895,0.6239378410216299,0.223741800714956
10,20,0.1,0.1,0.08505824365766577,0.40584486922985324,0.17293063430045016
10,20,1,0.0,0.5853465070988486,2.2282959158757096,1.1221570776716385
10,20,1,0.1,0.8324689823150763,1.8265567275428989,1.1494197704745748
20,0,0.01,0.0,0.4947936940259655,0.5222526310412671,0.4746149877190765
20,0,0.01,0.1,0.4617401392939657,0.5229619748798746,0.5041421930985321
20,0,0.1,0.0,0.44668898228162357,0.5339097982801964,0.5148646068774869
20,0,0.1,0.1,0.48746997552344373,0.537096846048206,0.5293801130717983
20,0,1,0.0,1.411901132017413,1.5728243564828592,1.592805943749417
20,0,1,0.1,1.4926485986914795,1.564392601812929,1.3907862930613477
20,1,0.01,0.0,0.47819425857179915,0.5605289232249551,0.5159558269396646
20,1,0.01,0.1,0.4385941928101073,0.568952637855929,0.49027435165013866
20,1,0.1,0.0,0.5239793113295758,0.5544524177362649,0.5224995816658411
20,1,0.1,0.1,0.473099652966392,0.5667814907419625,0.5305686274262064
20,1,1,0.0,1.4403133188822113,1.6557915730336261,1.5041832811592417
20,1,1,0.1,1.3801896002217378,1.7017108353682062,1.4919137338999728
20,2,0.01,0.0,0.1869736484133751,0.25436652339431054,0.21363168952570197
20,2,0.01,0.1,0.22775026998058978,0.29754026768205927,0.254634868681611
20,2,0.1,0.0,0.18901097918128235,0.2218743390481775,0.1981304998334436
20,2,0.1,0.1,0.24154285158299876,0.34671684061216784,0.2991425930020574
20,2,1,0.0,1.0178534953302887,1.3783398681981935,1.123743794128884
20,2,1,0.1,1.1293647348077809,1.3474437280842841,1.350297880667472
20,3,0.01,0.0,0.07134961581895864,0.09941970109341376,0.08083037182753687
20,3,0.01,0.1,0.1166472583786277,0.1425156263275526,0.1252577365273019
20,3,0.1,0.0,0.08636978168499135,0.11460894661445886,0.09746025551907188
20,3,0.1,0.1,0.11816321336705282,0.15830376379724306,0.1279404953636305
20,3,1,0.0,0.9358422098473558,1.3359829551752758,1.202039833913771
20,3,1,0.1,0.962241276758642,1.2744299899908689,1.0921840210333507
20,4,0.01,0.0,0.05881008498421101,0.10196581624025658,0.07590730870182623
20,4,0.01,0.1,0.0808170863887738,0.0987168752196412,0.09047528970714101
20,4,0.1,0.0,0.07441624468684188,0.10333062337272488,0.08483498680079968
20,4,0.1,0.1,0.09077587044245954,0.12895204728822382,0.11464007811074363
20,4,1,0.0,1.0441962130011064,1.2960896593616384,1.1012155133440333
20,4,1,0.1,0.8999406022698876,1.2585464107580528,1.0744943998115983
20,5,0.01,0.0,0.06220239111394103,0.13537562975143594,0.09335726181721664
20,5,0.01,0.1,0.09311071041016093,0.1202635813727998,0.10810322625825522
20,5,0.1,0.0,0.06851494606939068,0.13838698438173208,0.11136340471123977
20,5,0.1,0.1,0.09996549515639712,0.13319372500353216,0.11224274434233439
20,5,1,0.0,1.0470554257595825,1.3346591195178237,1.1236964083071048
20,5,1,0.1,0.9342799371808692,1.2658449084011225,1.0955471733073907
20,6,0.01,0.0,0.10114575799812697,0.1525437242156638,0.1167454717105628
20,6,0.01,0.1,0.0758425145591824,0.15776605445458874,0.12395633283887911
20,6,0.1,0.0,0.09144380072334243,0.1524323080172056,0.11624232011937277
20,6,0.1,0.1,0.10218352332763829,0.14641122805925927,0.12504777350419666
20,6,1,0.0,0.8286419195511844,1.3761616681174038,1.086843551817082
20,6,1,0.1,0.9316127536951418,1.2937832987471847,0.9604794846721104
20,7,0.01,0.0,0.09000413045210522,0.18885274985483907,0.12917198163158125
20,7,0.01,0.1,0.09136711821434644,0.18697920872127466,0.138805590927946
20,7,0.1,0.0,0.09425451102055168,0.21600325318835534,0.14646820389846624
20,7,0.1,0.1,0.10046054225820789,0.17065146686274477,0.13530464273120368
20,7,1,0.0,0.7952783046228219,1.3145155763394034,1.196522833743066
20,7,1,0.1,1.01108472205922,1.3728700463566557,1.0792973606160174
20,8,0.01,0.0,0.07668347788593016,0.18862825648644344,0.11619783184377798
20,8,0.01,0.1,0.09142148495768068,0.16963925126293186,0.12796051679905224
20,8,0.1,0.0,0.09266444232853897,0.165224918205558,0.1236361431770414
20,8,0.1,0.1,0.10052489054131356,0.17559134110797253,0.12826013308497705
20,8,1,0.0,0.8843255764048605,1.3120598546322797,1.0503138940642052
20,8,1,0.1,0.9872924834693801,1.3356304949002984,1.2112151604697752
20,9,0.01,0.0,0.0820503512287272,0.13642764977805752,0.10365070122209631
20,9,0.01,0.1,0.09429390192054464,0.16375551847748637,0.12150248693270768
20,9,0.1,0.0,0.08379130588806274,0.19847709871509156,0.13088451131418796
20,9,0.1,0.1,0.08939234645636432,0.21689619991365414,0.1579561043494232
20,9,1,0.0,0.8374765078789805,1.4161288271226486,1.1792652581429488
20,9,1,0.1,1.0465143269877593,1.2813998051424393,1.1271654300902323
20,10,0.01,0.0,0.07063050663494146,0.26715070936263957,0.14333010386115888
20,10,0.01,0.1,0.08475621969747718,0.20711601134533217,0.13207458976425734
20,10,0.1,0.0,0.08553911402309608,0.13927283959752024,0.1086784285763541
20,10,0.1,0.1,0.09266210065045036,0.20765590649253576,0.13687696773888477
20,10,1,0.0,0.858294099330872,1.3144344926167353,1.150248200964246
20,10,1,0.1,1.0346634033877742,1.3871040951947264,1.1306662336639697
20,11,0.01,0.0,0.074365844487252,0.18893002179185175,0.12126957188282532
20,11,0.01,0.1,0.08658650910280648,0.17921254280574989,0.12005043220547569
20,11,0.1,0.0,0.07413128765100671,0.22042625982340286,0.12347021608731032
20,11,0.1,0.1,0.0839056657181844,0.21938675558522833,0.15378272491919778
20,11,1,0.0,0.8609575664114081,1.3816987045304423,1.0624410924827843
20,11,1,0.1,0.891004897625628,1.4291018308299737,1.0630416437896024
20,12,0.01,0.0,0.06118948133950801,0.11715045076765851,0.0821458479295417
20,12,0.01,0.1,0.08057954429614407,0.1680122686154512,0.10981020695159162
20,12,0.1,0.0,0.06813282526852468,0.372925677844672,0.15318577232625366
20,12,0.1,0.1,0.09607443370841175,0.15764960994990812,0.11852213300826281
20,12,1,0.0,0.8682538968938671,1.372700629612924,1.1578407133339514
20,12,1,0.1,0.8503650659239355,1.3728372306841137,1.2743469885826644
20,13,0.01,0.0,0.06271978614318434,0.30067858943934395,0.16907727607012832
20,13,0.01,0.1,0.08167687606692159,0.20455237521201125,0.12035015174698484
20,13,0.1,0.0,0.06741727222386504,0.2820143237477707,0.12867965873473572
20,13,0.1,0.1,0.08378193200375232,0.2293567666574467,0.14779673016810618
20,13,1,0.0,0.8524927239376359,1.394036193230179,1.0419672930039092
20,13,1,0.1,0.911231762463348,1.2816552022387757,1.2252728635965373
20,14,0.01,0.0,0.06020661235970315,0.12861335509742505,0.07991357899599598
20,14,0.01,0.1,0.07561966362196605,0.1632129578690305,0.09839503348502038
20,14,0.1,0.0,0.06932636976053319,0.1229765487220071,0.09274593074781894
20,14,0.1,0.1,0.07792895227446987,0.24936996167470812,0.1282871611309023
20,14,1,0.0,0.9508188756820791,1.5806718527238428,1.1205746500371458
20,14,1,0.1,0.8530454955290951,1.3859154635840074,1.0174383565580853
20,15,0.01,0.0,0.0534065984471349,0.16575199007299704,0.0729786162080732
20,15,0.01,0.1,0.06935371682360095,0.14169195967572615,0.09459693671132577
20,15,0.1,0.0,0.06454149424895453,0.3011763651132176,0.0997112084186326
20,15,0.1,0.1,0.08090301601116356,0.25336142112299687,0.12195903478652098
20,15,1,0.0,0.8753278205296988,1.396463433397787,1.1083328678648363
20,15,1,0.1,0.8776770715954845,1.544054854067846,1.1399586126451877
20,16,0.01,0.0,0.0523573249880334,0.08483424759187594,0.06355877628341261
20,16,0.01,0.1,0.07257918624006018,0.21843805209258874,0.12737216679865598
20,16,0.1,0.0,0.05879700355839011,0.2920854391604374,0.10464114510672783
20,16,0.1,0.1,0.08051968801234513,0.2597809590261949,0.1145041625132678
20,16,1,0.0,0.8867966093129676,1.353683145131842,1.0081343657427584
20,16,1,0.1,0.9305833955228022,1.3315788659121874,1.0826060980147212
20,17,0.01,0.0,0.05561778965913069,0.2970128142354099,0.08814853586990601
20,17,0.01,0.1,0.07083764600576105,0.20456156729829217,0.1103174570089698
20,17,0.1,0.0,0.06337611564363159,0.12640086046276472,0.08227151034777708
20,17,0.1,0.1,0.0861324743120743,0.1722712861374299,0.09666463813397026
20,17,1,0.0,0.8603769872197541,1.2696729642581122,1.0851265149523506
20,17,1,0.1,0.842939600614003,1.3449386322382133,1.1311115702409498
20,18,0.01,0.0,0.050676436925712096,0.21722432630867075,0.07401979046947024
20,18,0.01,0.1,0.07061621338290772,0.14937578748399918,0.09264047309895651
20,18,0.1,0.0,0.0603363867216278,0.13529026502179334,0.07320124945225473
20,18,0.1,0.1,0.08518458699303375,0.2655414508198439,0.14078943005135858
20,18,1,0.0,0.9364468892102271,1.2952614869058916,1.0994574724725477
20,18,1,0.1,0.8946862898652279,1.322499609206131,1.0286413295764212
20,19,0.01,0.0,0.0531245237616745,0.3067928492463707,0.12221532246285671
20,19,0.01,0.1,0.06916445567439564,0.10237390822962214,0.08360748981482535
20,19,0.1,0.0,0.06396014315542406,0.13693180119840004,0.08147698636531103
20,19,0.1,0.1,0.07448022271707179,0.2496607331540571,0.10883606825751947
20,19,1,0.0,0.8852015826927943,1.3018794408968377,1.0984929646131718
20,19,1,0.1,0.86230121530074,1.6012959300858973,1.223996288877652
20,20,0.01,0.0,0.05189991121361661,0.13553509068517844,0.07234237936518209
20,20,0.01,0.1,0.07187763598689294,0.11367279480829948,0.084917850380062
20,20,0.1,0.0,0.05713173347635481,0.21596867336267617,0.08170459121009242
20,20,0.1,0.1,0.07410384578515258,0.10567267534231681,0.08700420502247354
20,20,1,0.0,0.8649440068473607,1.841082933256989,1.206492120396451
20,20,1,0.1,0.8546243394381436,1.548362800176546,1.1988342033061261
50,0,0.01,0.0,0.4952822872358265,0.5126837006167461,0.5087451872219761
50,0,0.01,0.1,0.5109758527685233,0.510141848351781,0.5247791687125557
50,0,0.1,0.0,0.5058855046413909,0.524306069555062,0.5024922154455062
50,0,0.1,0.1,0.5066520178914331,0.5204095605942964,0.49586700434609043
50,0,1,0.0,1.4748027709924059,1.548572849818248,1.4472556569819401
50,0,1,0.1,1.483971580239018,1.5209172613562525,1.6146699180457658
50,1,0.01,0.0,0.4841704117143942,0.5294791442019666,0.4976903610188152
50,1,0.01,0.1,0.48403179413553854,0.5333813160996702,0.5120063520214482
50,1,0.1,0.0,0.4941963310036657,0.5334008930594376,0.5209981458445034
50,1,0.1,0.1,0.48433369921598607,0.5423181938812681,0.5192480496288954
50,1,1,0.0,1.463024007912304,1.5432337980346404,1.4662964777606586
50,1,1,0.1,1.4658189348492763,1.5622665618683729,1.510988150193405
50,2,0.01,0.0,0.05804986996150463,0.06750172972754247,0.06077240928621426
50,2,0.01,0.1,0.18058320139731016,0.1921623986836279,0.18967588259832213
50,2,0.1,0.0,0.06631190268263834,0.07398915773682226,0.07334661421662486
50,2,0.1,0.1,0.18891155225760195,0.21023189193384922,0.19763512589940802
50,2,1,0.0,0.9565789314442454,1.13777667418875,1.0901656265723914
50,2,1,0.1,1.186027742081644,1.2336246827490827,1.249030607273348
50,3,0.01,0.0,0.04197145043169742,0.05180487898949523,0.049039208670340034
50,3,0.01,0.1,0.09699377644468257,0.10520789852596994,0.09946322357604875
50,3,0.1,0.0,0.05443965760932895,0.062043377120510834,0.05979103946683797
50,3,0.1,0.1,0.1007280780609285,0.11329291078770942,0.1078901844454304
50,3,1,0.0,1.0307414118735456,1.132123697146572,1.0429453238582327
50,3,1,0.1,1.0705542918358426,1.1575841548450518,1.1399166774115812
50,4,0.01,0.0,0.05774372704808828,0.07174205245664822,0.061877831538630905
50,4,0.01,0.1,0.08701321517842484,0.09974756002202653,0.09451217871319373
50,4,0.1,0.0,0.06583074026713791,0.08944560934519827,0.07313360761461081
50,4,0.1,0.1,0.0978144059288382,0.11483676345170671,0.10316905025751252
50,4,1,0.0,1.013369948286371,1.1394444078510235,0.9552752470761434
50,4,1,0.1,0.9941746646334473,1.131399660512026,1.0502636406364378
50,5,0.01,0.0,0.06489954404712453,0.08621998064666456,0.06809426471560617
50,5,0.01,0.1,0.09220552584411404,0.10580866412760533,0.10070813176370473
50,5,0.1,0.0,0.06832819426842587,0.09198559261542062,0.07907916627725996
50,5,0.1,0.1,0.10256489205533734,0.11297186694518661,0.10719149837268196
50,5,1,0.0,0.9406089166360857,1.1639078944400503,1.0442354725164482
50,5,1,0.1,1.0042055243499342,1.156400323247407,1.0733158781669474
50,6,0.01,0.0,0.05298799959337991,0.062314759177303704,0.0536909446270939
50,6,0.01,0.1,0.09481778002057176,0.10843555705494927,0.10045064105098567
50,6,0.1,0.0,0.06354821704229133,0.07436645032270353,0.06511302374354751
50,6,0.1,0.1,0.10501886524214718,0.1162277423783584,0.10601358450999682
50,6,1,0.0,1.0187234589289338,1.1189143318117218,1.101860753208804
50,6,1,0.1,1.1124445888622403,1.144765390428375,1.1660974587031272
50,7,0.01,0.0,0.04270090548268173,0.05024151384311902,0.04418090365579691
50,7,0.01,0.1,0.08887687097854877,0.1111499485923962,0.10794753950157718
50,7,0.1,0.0,0.05053860096789251,0.05201280929433488,0.04929674131123214
50,7,0.1,0.1,0.10544906731815143,0.11459219299801585,0.1110382423043598
50,7,1,0.0,0.917782379221199,1.0892028700471352,1.0843595773161556
50,7,1,0.1,1.0668119477621685,1.1336913943521323,1.1647316672809394
50,8,0.01,0.0,0.027726636025983197,0.033259729733270745,0.02931527578108738
50,8,0.01,0.1,0.08730876551850035,0.09791185681925235,0.0936427850739083
50,8,0.1,0.0,0.037477801962711985,0.04655326447651007,0.04135677444859675
50,8,0.1,0.1,0.0943919484525371,0.11765936857091197,0.10757285720706451
50,8,1,0.0,0.9242894189682996,1.1504823193649836,0.9951972642297949
50,8,1,0.1,1.0481551952353663,1.1577481922957147,1.0692174805467538
50,9,0.01,0.0,0.022348609772822374,0.02564936499976924,0.023639573157597973
50,9,0.01,0.1,0.08216181867149515,0.09284397576064787,0.08630011212578881
50,9,0.1,0.0,0.031262710458293944,0.03690591289205123,0.03304837001808805
50,9,0.1,0.1,0.09101173512549908,0.10613224300191675,0.09838193047818519
50,9,1,0.0,0.909455831989922,1.1077404355591711,1.0459189033337213
50,9,1,0.1,1.0081086456161537,1.1569723938424852,1.0432288888247296
50,10,0.01,0.0,0.016404844395663667,0.03749933189985355,0.019457833885012443
50,10,0.01,0.1,0.07447392210394572,0.10187045165860702,0.08221333894360507
50,10,0.1,0.0,0.025826954080761595,0.03127102274791092,0.02459995380708086
50,10,0.1,0.1,0.08525373266303456,0.1005275109808702,0.091542946792733
50,10,1,0.0,0.9703127860752397,1.0828658625412706,1.0188210069116739
50,10,1,0.1,1.0391810156727108,1.1640088529339325,1.147075405640158
50,11,0.01,0.0,0.015378260976514319,0.01800705394255151,0.016027893964964103
50,11,0.01,0.1,0.07270172539797623,0.08913730747641653,0.08124782732604575
50,11,0.1,0.0,0.025295026683561567,0.03051101971215773,0.028227130050263817
50,11,0.1,0.1,0.07930982535013385,0.09771451844045542,0.0857504573895989
50,11,1,0.0,0.9580869982440111,1.1121982559751111,1.0648199108914096
50,11,1,0.1,0.9889972743362474,1.1525565725722076,1.1300829577373608
50,12,0.01,0.0,0.015405306662840906,0.018930030166336355,0.01708338914888641
50,12,0.01,0.1,0.06593149183254186,0.08762193679455801,0.07453446728850915
50,12,0.1,0.0,0.025163839868060107,0.029446225210921977,0.0262559365896361
50,12,0.1,0.1,0.07569674756699565,0.08586249411433525,0.0852713625762065
50,12,1,0.0,0.9016948154794475,1.111641024942179,1.0184393292445628
50,12,1,0.1,1.0139800891720019,1.1801960285842392,1.1465959313990932
50,13,0.01,0.0,0.01604488344822433,0.018947928404919108,0.016936363164722166
50,13,0.01,0.1,0.0630204610058666,0.07339802684848261,0.07289004940807664
50,13,0.1,0.0,0.024769593711342842,0.033499518980147344,0.026356999912949965
50,13,0.1,0.1,0.07084898340862072,0.08092812234650151,0.07460354141523348
50,13,1,0.0,0.9066861009412502,1.1011651354812089,1.0414810063043196
50,13,1,0.1,0.9016641461557265,1.182212079270583,1.0815458672588156
50,14,0.01,0.0,0.0182879682670694,0.02270809605378679,0.020275299187450614
50,14,0.01,0.1,0.06134905640636823,0.07709469580481479,0.06829563866626244
50,14,0.1,0.0,0.028473993923774248,0.03412834626431708,0.030978773620238945
50,14,0.1,0.1,0.06989881031768753,0.08392858398218668,0.07699346481991004
50,14,1,0.0,0.9960204530246191,1.1810195952126734,1.0377068651095498
50,14,1,0.1,0.9928758950464968,1.2204836386548774,1.017923558229583
